[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-05 22:06:55] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.68 dB
[2026-05-05 22:06:57] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.20 dB
[2026-05-05 22:07:00] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.35 dB
[2026-05-05 22:07:04] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.98 dB
[2026-05-05 22:07:07] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -23.36 dB
[2026-05-05 22:07:10] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -16.37 dB
[2026-05-05 22:07:13] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -13.91 dB
[2026-05-05 22:07:16] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.73 dB
[2026-05-05 22:07:20] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -37.83 dB
[2026-05-05 22:07:23] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.21 dB
[2026-05-05 22:07:26] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.32 dB
[2026-05-05 22:07:30] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.19 dB
[2026-05-05 22:07:34] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -6.45 dB
[2026-05-05 22:07:36] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.60 dB
[2026-05-05 22:07:39] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.25 dB
[2026-05-05 22:07:42] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -19.06 dB
[2026-05-05 22:07:45] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -10.90 dB
[2026-05-05 22:07:48] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -15.84 dB
[2026-05-05 22:07:59] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.45 dB
[2026-05-05 22:08:21] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -21.61 dB
[2026-05-05 22:08:34] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.04 dB
[2026-05-05 22:08:36] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.06 dB
[2026-05-05 22:08:39] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -19.48 dB
[2026-05-05 22:08:42] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -14.63 dB
[2026-05-05 22:08:45] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -10.70 dB
[2026-05-05 22:08:49] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.20 dB
[2026-05-05 22:08:55] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.53 dB
[2026-05-05 22:09:00] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.25 dB
[2026-05-05 22:09:08] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.61 dB
[2026-05-05 22:09:18] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.08 dB
[2026-05-05 22:09:21] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.38 dB
[2026-05-05 22:09:24] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.69 dB
[2026-05-05 22:09:27] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -11.58 dB
[2026-05-05 22:09:31] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.94 dB
[2026-05-05 22:09:34] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.08 dB
[2026-05-05 22:09:37] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.84 dB
[2026-05-05 22:09:41] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.98 dB
[2026-05-05 22:10:06] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.89 dB
[2026-05-05 22:10:26] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.51 dB
[2026-05-05 22:10:32] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.92 dB
[2026-05-05 22:10:38] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.65 dB
[2026-05-05 22:10:41] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.10 dB
[2026-05-05 22:10:44] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.12 dB
[2026-05-05 22:10:47] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.39 dB
[2026-05-05 22:10:51] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.66 dB
[2026-05-05 22:10:54] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.08 dB
[2026-05-05 22:11:05] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -13.59 dB
[2026-05-05 22:11:25] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -16.90 dB
[2026-05-05 22:11:28] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -53.00 dB
[2026-05-05 22:11:32] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.85 dB
[2026-05-05 22:11:38] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 16.0% | RSSI: -32.01 dB
[2026-05-05 22:11:43] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.45 dB
[2026-05-05 22:11:47] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.09 dB
[2026-05-05 22:11:51] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 16.0% | RSSI: -35.67 dB
[2026-05-05 22:11:58] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.82 dB
[2026-05-05 22:12:06] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.29 dB
[2026-05-05 22:12:26] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.52 dB
[2026-05-05 22:12:40] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.75 dB
[2026-05-05 22:12:58] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.85 dB
[2026-05-05 22:13:02] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -52.17 dB
[2026-05-05 22:13:07] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.73 dB
[2026-05-05 22:13:10] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.96 dB
[2026-05-05 22:13:14] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.48 dB
[2026-05-05 22:13:21] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.72 dB
[2026-05-05 22:13:28] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.16 dB
[2026-05-05 22:13:33] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -20.69 dB
[2026-05-05 22:13:43] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.14 dB
[2026-05-05 22:13:47] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.36 dB
[2026-05-05 22:13:50] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -10.23 dB
[2026-05-05 22:13:53] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.55 dB
[2026-05-05 22:13:56] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.19 dB
[2026-05-05 22:13:59] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.42 dB
[2026-05-05 22:14:01] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -14.33 dB
[2026-05-05 22:14:05] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -20.49 dB
[2026-05-05 22:14:16] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -55.14 dB
[2026-05-05 22:14:35] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.82 dB
[2026-05-05 22:14:46] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.33 dB
[2026-05-05 22:14:49] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.12 dB
[2026-05-05 22:14:52] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.51 dB
[2026-05-05 22:14:54] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -21.29 dB
[2026-05-05 22:14:57] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.81 dB
[2026-05-05 22:15:00] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.97 dB
[2026-05-05 22:15:02] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.84 dB
[2026-05-05 22:15:06] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.74 dB
[2026-05-05 22:15:08] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.36 dB
[2026-05-05 22:15:12] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.85 dB
[2026-05-05 22:15:15] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.50 dB
[2026-05-05 22:15:17] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.04 dB
[2026-05-05 22:15:19] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.28 dB
[2026-05-05 22:15:22] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.33 dB
[2026-05-05 22:15:24] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.99 dB
[2026-05-05 22:15:26] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.89 dB
[2026-05-05 22:15:29] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.47 dB
[2026-05-05 22:15:32] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -54.01 dB
[2026-05-05 22:15:34] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.00 dB
[2026-05-05 22:15:37] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.64 dB
[2026-05-05 22:15:40] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -55.14 dB
[2026-05-05 22:15:43] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -16.29 dB
[2026-05-05 22:15:46] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.67 dB
[2026-05-05 22:15:49] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -16.42 dB
[2026-05-05 22:15:52] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -52.63 dB
[2026-05-05 22:15:55] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -38.64 dB
[2026-05-05 22:15:59] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.35 dB
[2026-05-05 22:16:01] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.13 dB
[2026-05-05 22:16:05] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.78 dB
[2026-05-05 22:16:09] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.28 dB
[2026-05-05 22:16:11] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.62 dB
[2026-05-05 22:16:14] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.54 dB
[2026-05-05 22:16:16] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.80 dB
[2026-05-05 22:16:19] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.80 dB
[2026-05-05 22:16:21] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.18 dB
[2026-05-05 22:16:24] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.93 dB
[2026-05-05 22:16:27] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.03 dB
[2026-05-05 22:16:38] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -11.38 dB
[2026-05-05 22:16:41] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -13.06 dB
[2026-05-05 22:16:44] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.17 dB
[2026-05-05 22:16:46] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.42 dB
[2026-05-05 22:16:49] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.09 dB
[2026-05-05 22:16:51] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.95 dB
[2026-05-05 22:16:54] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.40 dB
[2026-05-05 22:16:56] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -57.69 dB
[2026-05-05 22:17:07] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.30 dB
[2026-05-05 22:17:09] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.34 dB
[2026-05-05 22:17:12] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.06 dB
[2026-05-05 22:17:15] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -18.72 dB
[2026-05-05 22:17:18] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -52.57 dB
[2026-05-05 22:17:21] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -18.10 dB
[2026-05-05 22:17:25] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.96 dB
[2026-05-05 22:17:30] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.35 dB
[2026-05-05 22:17:47] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -52.70 dB
[2026-05-05 22:17:55] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.49 dB
[2026-05-05 22:17:59] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.26 dB
[2026-05-05 22:18:03] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -14.80 dB
[2026-05-05 22:18:05] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.07 dB
[2026-05-05 22:18:08] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.30 dB
[2026-05-05 22:18:10] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.52 dB
[2026-05-05 22:18:15] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -10.66 dB
[2026-05-05 22:18:19] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.26 dB
[2026-05-05 22:18:24] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -14.65 dB
[2026-05-05 22:18:27] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.28 dB
[2026-05-05 22:18:31] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -53.38 dB
[2026-05-05 22:18:35] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -8.27 dB
[2026-05-05 22:18:37] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.80 dB
[2026-05-05 22:18:40] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -40.06 dB
[2026-05-05 22:18:42] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -13.14 dB
[2026-05-05 22:18:46] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -10.49 dB
[2026-05-05 22:18:49] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -53.56 dB
[2026-05-05 22:18:51] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.48 dB
[2026-05-05 22:18:55] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.86 dB
[2026-05-05 22:19:01] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.25 dB
[2026-05-05 22:19:13] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.34 dB
[2026-05-05 22:19:15] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.74 dB
[2026-05-05 22:19:18] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.67 dB
[2026-05-05 22:19:20] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.49 dB
[2026-05-05 22:19:23] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.31 dB
[2026-05-05 22:19:26] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.74 dB
[2026-05-05 22:19:29] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.11 dB
[2026-05-05 22:19:41] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.63 dB
[2026-05-05 22:19:50] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.08 dB
[2026-05-05 22:20:02] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.26 dB
[2026-05-05 22:20:05] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.90 dB
[2026-05-05 22:20:09] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.14 dB
[2026-05-05 22:20:11] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.01 dB
[2026-05-05 22:20:14] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.77 dB
[2026-05-05 22:20:16] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.10 dB
[2026-05-05 22:20:19] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.29 dB
[2026-05-05 22:20:21] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -37.22 dB
[2026-05-05 22:20:31] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.23 dB
[2026-05-05 22:20:35] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 16.0% | RSSI: -30.90 dB
[2026-05-05 22:20:38] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.22 dB
[2026-05-05 22:20:41] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.95 dB
[2026-05-05 22:20:44] STATUS: EMITTER_ID_SIG-7721 | TRUST: 2.0% | RSSI: -8.45 dB
[2026-05-05 22:20:48] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.51 dB
[2026-05-05 22:20:52] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.31 dB
[2026-05-05 22:21:00] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -38.34 dB
[2026-05-05 22:21:09] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.57 dB
[2026-05-05 22:21:25] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.24 dB
[2026-05-05 22:21:34] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.68 dB
[2026-05-05 22:21:37] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.59 dB
[2026-05-05 22:21:39] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.35 dB
[2026-05-05 22:21:42] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.89 dB
[2026-05-05 22:21:45] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.39 dB
[2026-05-05 22:21:47] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.52 dB
[2026-05-05 22:21:50] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.62 dB
[2026-05-05 22:21:53] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.32 dB
[2026-05-05 22:22:05] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.53 dB
[2026-05-05 22:22:20] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.63 dB
[2026-05-05 22:22:22] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 30.0% | RSSI: -37.42 dB
[2026-05-05 22:22:25] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -49.00 dB
[2026-05-05 22:22:28] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.74 dB
[2026-05-05 22:22:31] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.97 dB
[2026-05-05 22:22:37] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -46.90 dB
[2026-05-05 22:22:42] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 5.0% | RSSI: -25.30 dB
[2026-05-05 22:22:49] STATUS: EMITTER_ID_SIG-004X | TRUST: 2.0% | RSSI: -19.66 dB
[2026-05-05 22:23:13] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.02 dB
[2026-05-05 22:24:11] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.03 dB
[2026-05-05 22:25:36] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -48.06 dB
[2026-05-05 22:25:39] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.30 dB
[2026-05-05 22:25:43] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.82 dB
[2026-05-05 22:25:49] STATUS: EMITTER_ID_SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.85 dB
[2026-05-05 22:35:37] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -51.64 dB
[2026-05-05 22:35:40] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.47 dB
[2026-05-05 22:35:43] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -41.76 dB
[2026-05-05 22:35:45] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -42.41 dB
[2026-05-05 22:35:48] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -53.33 dB
[2026-05-05 22:35:50] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.62 dB
[2026-05-05 22:35:53] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -47.80 dB
[2026-05-05 22:35:57] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.21 dB
[2026-05-05 22:35:59] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -39.28 dB
[2026-05-05 22:36:02] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -50.74 dB
[2026-05-05 22:36:04] STATUS: PLATFORM:Ground-Based Jammer | DIST:0.02km | SIG:SIG-004X | TRUST: 2.0% | RSSI: -21.59 dB
[2026-05-05 22:36:06] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -44.12 dB
[2026-05-05 22:36:09] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -43.29 dB
[2026-05-05 22:36:11] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 36.0% | RSSI: -45.30 dB
[2026-05-05 22:36:14] STATUS: PLATFORM:Unknown | DIST:Nonekm | SIG:SIG-UNKNOWN | TRUST: 30.0% | RSSI: -36.43 dB
